iter	RMSE
469	4.684763998
470	4.682898224
471	4.678749408
472	4.671459419
473	4.666429971
474	4.664630169
475	4.662199704
476	4.655992647
477	4.652068465
478	4.650420351
479	4.643418993
480	4.636460035
481	4.632968064
482	4.631112578
483	4.6293636
484	4.628456212
485	4.626240139
486	4.620625778
487	4.61969543
488	4.616396959
489	4.611743573
490	4.605125583
491	4.599340081
492	4.595985806
493	4.595169345
494	4.593957744
495	4.586480218
496	4.585228769
497	4.582154705
498	4.577741412
499	4.569967684
500	4.565214419
501	4.559741129
502	4.554412282
503	4.552067677
504	4.550391882
505	4.543945396
506	4.539138209
507	4.534808114
508	4.534007757
509	4.529902812
510	4.529726299
511	4.527095406
512	4.522285697
513	4.51698853
514	4.51096004
515	4.503553965
516	4.49733747
517	4.496504532
518	4.495742877
519	4.494791653
520	4.494089839
521	4.489743028
522	4.488833907
523	4.485718458
524	4.482639287
525	4.478967464
526	4.47301574
527	4.47228902
528	4.46992917
529	4.467743559
530	4.466739542
531	4.465962742
532	4.459746787
533	4.457368533
534	4.453478498
535	4.448082313
536	4.446245205
537	4.44605768
538	4.443683655
539	4.440201548
540	4.43952352
541	4.433705805
542	4.433056866
543	4.432131333
544	4.429760282
545	4.424853426
546	4.420597851
547	4.419715603
548	4.416857931
549	4.416751803
550	4.413781681
551	4.412353329
552	4.408311774
553	4.405806977
554	4.400871654
555	4.389815979
556	4.386545456
557	4.383411269
558	4.382759626
559	4.382133476
560	4.382029015
561	4.381773197
562	4.376556147
563	4.369684655
564	4.365271614
565	4.361005243
566	4.359810417
567	4.35431967
568	4.350078041
569	4.347685906
570	4.343337767
571	4.342712275
572	4.342277694
573	4.332624195
574	4.329167588
575	4.325424555
576	4.323798455
577	4.322874075
578	4.312675925
579	4.312066378
580	4.311644336
581	4.309866209
582	4.303820966
583	4.301719897
584	4.301116937
585	4.296892323
586	4.296798657
587	4.295802374
588	4.295568374
589	4.289932713
590	4.289110276
591	4.284767629
592	4.284588826
593	4.279402731
594	4.277190701
595	4.272370955
596	4.270297853
597	4.268776171
598	4.265613012
599	4.265604058
600	4.265512073
601	4.257606792
602	4.255100218
603	4.251343472
604	4.248730627
605	4.24535366
606	4.23980014
607	4.230214392
608	4.228698521
609	4.226493066
610	4.225908823
611	4.217229516
612	4.215123825
613	4.213042615
614	4.205833243
615	4.204781921
616	4.197797069
617	4.191870868
618	4.189100979
619	4.188331058
620	4.187494733
621	4.178993585
622	4.178263596
623	4.172446931
624	4.165931178
625	4.165125986
626	4.161355207
627	4.159123482
628	4.157733657
629	4.157523496
630	4.156921403
631	4.15567469
632	4.154874737
633	4.153824149
634	4.153513209
635	4.150174445
636	4.143543617
637	4.142518496
638	4.140609976
639	4.140600597
640	4.133577581
641	4.130973197
642	4.126592036
643	4.12533841
644	4.125005984
645	4.121664479
646	4.118756341
647	4.116685314
648	4.116484168
649	4.114730813
650	4.1121717
651	4.108903332
652	4.106063639
653	4.103386538
654	4.099811948
655	4.097520622
656	4.095728877
657	4.091648173
658	4.090300946
659	4.090293168
660	4.083458536
661	4.078376128
662	4.075150531
663	4.069712197
664	4.068562429
665	4.064921332
666	4.060630454
667	4.059920051
668	4.05606486
669	4.053790151
670	4.048848082
671	4.043894151
672	4.04068757
673	4.037988102
674	4.03217302
675	4.028015257
676	4.021675829
677	4.019266437
678	4.016197857
679	4.015106549
680	4.01152552
681	4.008793892
682	4.006987211
683	4.001370378
684	3.999785673
685	3.995391756
686	3.992859418
687	3.990590638
688	3.987421019
689	3.984875426
690	3.983259512
691	3.977451854
692	3.975760211
693	3.972342593
694	3.967600289
695	3.961251142
696	3.959542542
697	3.956680484
698	3.952320243
699	3.949781359
700	3.943998991
701	3.943797999
702	3.939884026
703	3.936069773
704	3.934062424
705	3.933561732
706	3.932784425
707	3.932783625
708	3.925873007
709	3.919731912
710	3.919104987
711	3.916761538
712	3.914897185
713	3.914184042
714	3.910854434
715	3.904997748
716	3.899231733
717	3.894304024
718	3.89254508
719	3.890636951
720	3.88964335
721	3.886600386
722	3.886314445
723	3.8851498
724	3.883414876
725	3.878088684
726	3.876567021
727	3.871736757
728	3.871244031
729	3.867953534
730	3.86702534
731	3.867014463
732	3.86106331
733	3.859242171
734	3.854114093
735	3.848413555
736	3.842989506
737	3.838695475
738	3.837889031
739	3.834531862
740	3.830419349
741	3.8301816
742	3.830180861
743	3.825330234
744	3.825116385
745	3.823593569
746	3.8196481
747	3.813765217
748	3.809458841
749	3.808672277
750	3.805836512
751	3.803780095
752	3.799304159
753	3.793935942
754	3.788916483
755	3.780373664
756	3.779398732
757	3.779197226
758	3.773122662
759	3.769846671
760	3.768002629
761	3.764894455
762	3.762056151
763	3.760824597
764	3.759107224
765	3.756007267
766	3.753671874
767	3.750400326
768	3.749297448
769	3.746556366
770	3.743254753
771	3.742330736
772	3.739497017
773	3.737241733
774	3.733163137
775	3.729663848
776	3.728730992
777	3.723038552
778	3.717513382
779	3.717327004
780	3.717326204
781	3.716935992
782	3.715934678
783	3.711815421
784	3.710086253
785	3.708230952
786	3.705644544
787	3.704862455
788	3.70415444
789	3.701407918
790	3.69957917
791	3.698570077
792	3.696587263
793	3.693585307
794	3.693343596
795	3.68884961
796	3.687765069
797	3.684139554
798	3.682973227
799	3.679813455
800	3.676862111
801	3.676860986
802	3.670214102
803	3.668143742
804	3.662024558
805	3.661849831
806	3.65672535
807	3.650817304
808	3.648015458
809	3.645562403
810	3.642641794
811	3.640010725
812	3.638098571
813	3.634369651
814	3.632357423
815	3.630719581
816	3.6282957
817	3.624702515
818	3.62121705
819	3.618614636
820	3.609915518
821	3.60547361
822	3.605232121
823	3.604026256
824	3.60223655
825	3.597290223
826	3.594862734
827	3.592061768
828	3.587447029
829	3.58743466
830	3.586440433
831	3.583533931
832	3.58312837
833	3.581414251
834	3.57935402
835	3.575183325
836	3.570305144
837	3.56817989
838	3.564980762
839	3.561248045
840	3.560676841
841	3.557303682
842	3.551800692
843	3.548281689
844	3.546813403
845	3.542273534
846	3.541420393
847	3.540819093
848	3.536771861
849	3.531581189
850	3.528630759
851	3.524574299
852	3.520611084
853	3.51941272
854	3.517256478
855	3.517126089
856	3.516527637
857	3.516382259
858	3.513012499
859	3.512084026
860	3.507025209
861	3.50364826
862	3.50050135
863	3.50004915
864	3.497942827
865	3.496333618
866	3.491419841
867	3.488233694
868	3.485575107
869	3.483879021
870	3.483429571
871	3.479844265
872	3.477559243
873	3.47377196
874	3.468124821
875	3.466921718
876	3.461149048
877	3.459516828
878	3.456806927
879	3.456149562
880	3.453164846
881	3.451453582
882	3.449654043
883	3.445730537
884	3.440188788
885	3.439295289
886	3.436022852
887	3.435005804
888	3.430079068
889	3.429272827
890	3.428004187
891	3.42664981
892	3.424154056
893	3.42147428
894	3.419797236
895	3.418220387
896	3.414847191
897	3.413591164
898	3.411829725
899	3.407247368
900	3.405464242
901	3.402054531
902	3.40181483
903	3.400273555
904	3.397921518
905	3.396431072
906	3.393732841
907	3.392920628
908	3.390110114
909	3.388595441
910	3.386985252
911	3.382015717
912	3.380551574
913	3.378788438
914	3.377721223
915	3.376911249
916	3.373417759
917	3.372732742
918	3.372600298
919	3.368659706
920	3.364562474
921	3.362472241
922	3.361646962
923	3.358861489
924	3.356955858
925	3.353174551
926	3.352182825
927	3.351101708
928	3.34898966
929	3.348630558
930	3.343254485
931	3.342033926
932	3.340737433
933	3.339144168
934	3.333577461
935	3.332448295
936	3.331198626
937	3.327927888
938	3.324592275
939	3.32381222
940	3.322602574
941	3.31850546
942	3.317361352
943	3.31531718
944	3.313649176
945	3.311511541
946	3.308772142
947	3.307302565
948	3.305675371
949	3.304642431
950	3.303324494
951	3.301779618
952	3.298413116
953	3.296544406
954	3.295659859
955	3.295427314
956	3.294632872
957	3.294075719
958	3.293454663
959	3.292261473
960	3.290276795
961	3.289025886
962	3.285308319
963	3.282777049
964	3.279650799
965	3.278910906
966	3.276885194
967	3.276139154
968	3.273550145
969	3.269697382
970	3.267733388
971	3.263122871
972	3.26144263
973	3.258592836
974	3.25603903
975	3.254617725
976	3.252926053
977	3.251200809
978	3.250229087
979	3.248580362
980	3.245873806
981	3.243447442
982	3.242799048
983	3.242540875
984	3.238884783
985	3.237129627
986	3.234918061
987	3.232608492
988	3.229573155
989	3.226056975
990	3.225471932
991	3.224036703
992	3.219677231
993	3.217445788
994	3.215003381
995	3.211103611
996	3.210005671
997	3.208173478
998	3.20596231
999	3.204588605
